# Export File Created with QBlade CE v2.0.8.6_beta windows on 17.04.2025 at 16:20:53
CLARK_Y_AIRFOIL_Re0.020_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.045_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.075_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.100_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.250_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.500_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.750_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re1.000_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re1.000_M0.00_N9.0
Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]
4.6000000e+01	8.6995345e-01	5.5000000e+01	8.8503790e-01	4.3000000e+01	1.2839578e+00	4.4000000e+01	1.3686987e+00	4.3000000e+01	1.4478631e+00	4.2000000e+01	1.3326147e+00	4.2000000e+01	1.3232675e+00	4.3000000e+01	-1.2609826e+01	END	END
4.7000000e+01	8.7179226e-01	5.6000000e+01	8.7689418e-01	4.4000000e+01	1.2836734e+00	4.5000000e+01	1.3690349e+00	4.4000000e+01	1.4483590e+00	4.3000000e+01	1.3343698e+00	4.3000000e+01	1.3258617e+00	4.4000000e+01	-1.2518566e+01	END	END
4.8000000e+01	8.7270278e-01	5.7000000e+01	8.6789483e-01	4.5000000e+01	1.2827817e+00	4.6000000e+01	1.3685818e+00	4.5000000e+01	1.4481348e+00	4.4000000e+01	1.3355215e+00	4.4000000e+01	1.3278246e+00	4.5000000e+01	-1.2427306e+01	END	END
4.9000000e+01	8.7267810e-01	5.8000000e+01	8.5803670e-01	4.6000000e+01	1.2812194e+00	4.7000000e+01	1.3672802e+00	4.6000000e+01	1.4471200e+00	4.5000000e+01	1.3359898e+00	4.5000000e+01	1.3290740e+00	4.6000000e+01	-1.2336047e+01	END	END
5.0000000e+01	8.7171280e-01	5.9000000e+01	8.4731847e-01	4.7000000e+01	1.2789272e+00	4.8000000e+01	1.3650757e+00	4.7000000e+01	1.4452494e+00	4.6000000e+01	1.3357018e+00	4.6000000e+01	1.3295355e+00	4.7000000e+01	-1.2244787e+01	END	END
5.1000000e+01	8.6980253e-01	6.0000000e+01	8.3574057e-01	4.8000000e+01	1.2758511e+00	4.9000000e+01	1.3619177e+00	4.8000000e+01	1.4424629e+00	4.7000000e+01	1.3345907e+00	4.7000000e+01	1.3291413e+00	4.8000000e+01	-1.2153527e+01	END	END
5.2000000e+01	8.6694407e-01	6.1000000e+01	8.2330507e-01	4.9000000e+01	1.2719409e+00	5.0000000e+01	1.3577598e+00	4.9000000e+01	1.4387046e+00	4.8000000e+01	1.3325958e+00	4.8000000e+01	1.3278296e+00	4.9000000e+01	-1.2062267e+01	END	END
5.3000000e+01	8.6313540e-01	6.2000000e+01	8.1001556e-01	5.0000000e+01	1.2671511e+00	5.1000000e+01	1.3525597e+00	5.0000000e+01	1.4339236e+00	4.9000000e+01	1.3296620e+00	4.9000000e+01	1.3255452e+00	5.0000000e+01	-1.1971007e+01	END	END
5.4000000e+01	8.5837573e-01	6.3000000e+01	7.9587728e-01	5.1000000e+01	1.2614397e+00	5.2000000e+01	1.3462784e+00	5.1000000e+01	1.4280730e+00	5.0000000e+01	1.3257391e+00	5.0000000e+01	1.3222377e+00	5.1000000e+01	-1.1879748e+01	END	END
5.5000000e+01	8.5266536e-01	6.4000000e+01	7.8089696e-01	5.2000000e+01	1.2547687e+00	5.3000000e+01	1.3388814e+00	5.2000000e+01	1.4211106e+00	5.1000000e+01	1.3207824e+00	5.1000000e+01	1.3178622e+00	5.2000000e+01	-1.1788488e+01	END	END
5.6000000e+01	8.4600580e-01	6.5000000e+01	7.6508284e-01	5.3000000e+01	1.2471044e+00	5.4000000e+01	1.3303373e+00	5.3000000e+01	1.4129982e+00	5.2000000e+01	1.3147516e+00	5.2000000e+01	1.3123782e+00	5.3000000e+01	-1.1697228e+01	END	END
5.7000000e+01	8.3839971e-01	6.6000000e+01	7.4844456e-01	5.4000000e+01	1.2384160e+00	5.5000000e+01	1.3206183e+00	5.4000000e+01	1.4037015e+00	5.3000000e+01	1.3076108e+00	5.3000000e+01	1.3057503e+00	5.4000000e+01	-1.1605968e+01	END	END
5.8000000e+01	8.2985091e-01	6.7000000e+01	7.3099315e-01	5.5000000e+01	1.2286764e+00	5.6000000e+01	1.3097004e+00	5.5000000e+01	1.3931906e+00	5.4000000e+01	1.2993282e+00	5.4000000e+01	1.2979469e+00	5.5000000e+01	-1.1514709e+01	END	END
5.9000000e+01	8.2036436e-01	6.8000000e+01	7.1274108e-01	5.6000000e+01	1.2178624e+00	5.7000000e+01	1.2975627e+00	5.6000000e+01	1.3814389e+00	5.5000000e+01	1.2898763e+00	5.5000000e+01	1.2889409e+00	5.6000000e+01	-1.1423449e+01	END	END
6.0000000e+01	8.0994612e-01	6.9000000e+01	6.9370210e-01	5.7000000e+01	1.2059534e+00	5.8000000e+01	1.2841878e+00	5.7000000e+01	1.3684238e+00	5.6000000e+01	1.2792313e+00	5.6000000e+01	1.2787087e+00	5.7000000e+01	-1.1332190e+01	END	END
6.1000000e+01	7.9860365e-01	7.0000000e+01	6.7389131e-01	5.8000000e+01	1.1929324e+00	5.9000000e+01	1.2695615e+00	5.8000000e+01	1.3541265e+00	5.7000000e+01	1.2673732e+00	5.7000000e+01	1.2672307e+00	5.8000000e+01	-1.1240930e+01	END	END
6.2000000e+01	7.8634524e-01	7.1000000e+01	6.5332508e-01	5.9000000e+01	1.1787854e+00	6.0000000e+01	1.2536730e+00	5.9000000e+01	1.3385313e+00	5.8000000e+01	1.2542853e+00	5.8000000e+01	1.2544909e+00	5.9000000e+01	-1.1149670e+01	END	END
6.3000000e+01	7.7318054e-01	7.2000000e+01	6.3202113e-01	6.0000000e+01	1.1635016e+00	6.1000000e+01	1.2365144e+00	6.0000000e+01	1.3216263e+00	5.9000000e+01	1.2399547e+00	5.9000000e+01	1.2404766e+00	6.0000000e+01	-1.1058410e+01	END	END
6.4000000e+01	7.5912035e-01	7.3000000e+01	6.0999823e-01	6.1000000e+01	1.1470734e+00	6.2000000e+01	1.2180810e+00	6.1000000e+01	1.3034033e+00	6.0000000e+01	1.2243714e+00	6.0000000e+01	1.2251785e+00	6.1000000e+01	-1.0967150e+01	END	END
6.5000000e+01	7.4417645e-01	7.4000000e+01	5.8727652e-01	6.2000000e+01	1.1294954e+00	6.3000000e+01	1.1983714e+00	6.2000000e+01	1.2838566e+00	6.1000000e+01	1.2075291e+00	6.1000000e+01	1.2085907e+00	6.2000000e+01	-1.0875891e+01	END	END
6.6000000e+01	7.2836190e-01	7.5000000e+01	5.6387722e-01	6.3000000e+01	1.1107659e+00	6.4000000e+01	1.1773869e+00	6.3000000e+01	1.2629848e+00	6.2000000e+01	1.1894240e+00	6.2000000e+01	1.1907103e+00	6.3000000e+01	-1.0784631e+01	END	END
6.7000000e+01	7.1169090e-01	7.6000000e+01	5.3982276e-01	6.4000000e+01	1.0908855e+00	6.5000000e+01	1.1551318e+00	6.4000000e+01	1.2407887e+00	6.3000000e+01	1.1700562e+00	6.3000000e+01	1.1715374e+00	6.4000000e+01	-1.0693371e+01	END	END
6.8000000e+01	6.9417870e-01	7.7000000e+01	5.1513672e-01	6.5000000e+01	1.0698578e+00	6.6000000e+01	1.1316137e+00	6.5000000e+01	1.2172730e+00	6.4000000e+01	1.1494281e+00	6.4000000e+01	1.1510752e+00	6.5000000e+01	-1.0602111e+01	END	END
6.9000000e+01	6.7584181e-01	7.8000000e+01	4.8984364e-01	6.6000000e+01	1.0476890e+00	6.7000000e+01	1.1068426e+00	6.6000000e+01	1.1924450e+00	6.5000000e+01	1.1275452e+00	6.5000000e+01	1.1293299e+00	6.6000000e+01	-1.0510851e+01	END	END
7.0000000e+01	6.5669763e-01	7.9000000e+01	4.6396923e-01	6.7000000e+01	1.0243880e+00	6.8000000e+01	1.0808316e+00	6.7000000e+01	1.1663156e+00	6.6000000e+01	1.1044159e+00	6.6000000e+01	1.1063105e+00	6.7000000e+01	-1.0419592e+01	END	END
7.1000000e+01	6.3676488e-01	8.0000000e+01	4.3754020e-01	6.8000000e+01	9.9996632e-01	6.9000000e+01	1.0535965e+00	6.8000000e+01	1.1388979e+00	6.7000000e+01	1.0800512e+00	6.7000000e+01	1.0820286e+00	6.8000000e+01	-1.0328332e+01	END	END
7.2000000e+01	6.1606330e-01	8.1000000e+01	4.1058427e-01	6.9000000e+01	9.7443795e-01	7.0000000e+01	1.0251559e+00	6.9000000e+01	1.1102085e+00	6.8000000e+01	1.0544649e+00	6.8000000e+01	1.0564986e+00	6.9000000e+01	-1.0237072e+01	END	END
7.3000000e+01	5.9461361e-01	8.2000000e+01	3.8313010e-01	7.0000000e+01	9.4781953e-01	7.1000000e+01	9.9553102e-01	7.0000000e+01	1.0802667e+00	6.9000000e+01	1.0276737e+00	6.9000000e+01	1.0297379e+00	7.0000000e+01	-1.0145812e+01	END	END
7.4000000e+01	5.7243776e-01	8.3000000e+01	3.5520729e-01	7.1000000e+01	9.2013007e-01	7.2000000e+01	9.6474570e-01	7.1000000e+01	1.0490944e+00	7.0000000e+01	9.9969649e-01	7.0000000e+01	1.0017661e+00	7.1000000e+01	-1.0054552e+01	END	END
7.5000000e+01	5.4955858e-01	8.4000000e+01	3.2684639e-01	7.2000000e+01	8.9139104e-01	7.3000000e+01	9.3282646e-01	7.2000000e+01	1.0167165e+00	7.1000000e+01	9.7055489e-01	7.1000000e+01	9.7260547e-01	7.2000000e+01	-9.9632931e+00	END	END
7.6000000e+01	5.2600008e-01	8.5000000e+01	2.9807872e-01	7.3000000e+01	8.6162609e-01	7.4000000e+01	8.9980227e-01	7.3000000e+01	9.8316050e-01	7.2000000e+01	9.4027293e-01	7.2000000e+01	9.4228071e-01	7.3000000e+01	-9.8720331e+00	END	END
7.7000000e+01	5.0178719e-01	8.6000000e+01	2.6893649e-01	7.4000000e+01	8.3086145e-01	7.5000000e+01	8.6570460e-01	7.4000000e+01	9.4845629e-01	7.3000000e+01	9.0887719e-01	7.3000000e+01	9.1081917e-01	7.4000000e+01	-9.7807732e+00	END	END
7.8000000e+01	4.7694588e-01	8.7000000e+01	2.3945266e-01	7.5000000e+01	7.9912543e-01	7.6000000e+01	8.3056724e-01	7.5000000e+01	9.1263670e-01	7.4000000e+01	8.7639642e-01	7.4000000e+01	8.7825042e-01	7.5000000e+01	-9.6895132e+00	END	END
7.9000000e+01	4.5150307e-01	8.8000000e+01	2.0966096e-01	7.6000000e+01	7.6644844e-01	7.7000000e+01	7.9442644e-01	7.6000000e+01	8.7573665e-01	7.5000000e+01	8.4286177e-01	7.5000000e+01	8.4460634e-01	7.6000000e+01	-9.5982533e+00	END	END
8.0000000e+01	4.2548659e-01	8.9000000e+01	1.7959584e-01	7.7000000e+01	7.3286325e-01	7.8000000e+01	7.5732070e-01	7.7000000e+01	8.3779383e-01	7.6000000e+01	8.0830669e-01	7.6000000e+01	8.0992115e-01	7.7000000e+01	-9.5069933e+00	END	END
8.1000000e+01	3.9892524e-01	9.0000000e+01	1.4929235e-01	7.8000000e+01	6.9840443e-01	7.9000000e+01	7.1929067e-01	7.8000000e+01	7.9884791e-01	7.7000000e+01	7.7276665e-01	7.7000000e+01	7.7423114e-01	7.8000000e+01	-9.4157343e+00	END	END
8.2000000e+01	3.7184873e-01	9.1000000e+01	1.1878623e-01	7.9000000e+01	6.6310889e-01	8.0000000e+01	6.8037921e-01	7.9000000e+01	7.5894111e-01	7.8000000e+01	7.3627937e-01	7.8000000e+01	7.3757488e-01	7.9000000e+01	-9.3244743e+00	END	END
8.3000000e+01	3.4428760e-01	9.2000000e+01	8.8113733e-02	8.0000000e+01	6.2701511e-01	8.1000000e+01	6.4063114e-01	8.0000000e+01	7.1811777e-01	7.9000000e+01	6.9888449e-01	7.9000000e+01	6.9999284e-01	8.0000000e+01	-9.2332144e+00	END	END
8.4000000e+01	3.1627324e-01	9.3000000e+01	5.7311673e-02	8.1000000e+01	5.9016365e-01	8.2000000e+01	6.0009336e-01	8.1000000e+01	6.7642426e-01	8.0000000e+01	6.6062379e-01	8.0000000e+01	6.6152769e-01	8.1000000e+01	-9.1419544e+00	END	END
8.5000000e+01	2.8783783e-01	9.4000000e+01	2.6417337e-02	8.2000000e+01	5.5259681e-01	8.3000000e+01	5.5881464e-01	8.2000000e+01	6.3390911e-01	8.1000000e+01	6.2154084e-01	8.1000000e+01	6.2222379e-01	8.2000000e+01	-9.0506945e+00	END	END
8.6000000e+01	2.5901437e-01	9.5000000e+01	-4.5315544e-03	8.3000000e+01	5.1435870e-01	8.4000000e+01	5.1684558e-01	8.3000000e+01	5.9062260e-01	8.2000000e+01	5.8168101e-01	8.2000000e+01	5.8212757e-01	8.3000000e+01	-8.9594355e+00	END	END
8.7000000e+01	2.2983651e-01	9.6000000e+01	-3.5496905e-02	8.4000000e+01	4.7549489e-01	8.5000000e+01	4.7423837e-01	8.4000000e+01	5.4661715e-01	8.3000000e+01	5.4109150e-01	8.3000000e+01	5.4128712e-01	8.4000000e+01	-8.8681755e+00	END	END
8.8000000e+01	2.0033868e-01	9.7000000e+01	-6.6440284e-02	8.5000000e+01	4.3605268e-01	8.6000000e+01	4.3104699e-01	8.5000000e+01	5.0194663e-01	8.4000000e+01	4.9982122e-01	8.4000000e+01	4.9975219e-01	8.5000000e+01	-8.7769156e+00	END	END
8.9000000e+01	1.7055595e-01	9.8000000e+01	-9.7322986e-02	8.6000000e+01	3.9608076e-01	8.7000000e+01	3.8732696e-01	8.6000000e+01	4.5666692e-01	8.5000000e+01	4.5792058e-01	8.5000000e+01	4.5757422e-01	8.6000000e+01	-8.6856556e+00	END	END
9.0000000e+01	1.4052401e-01	9.9000000e+01	-1.2810607e-01	8.7000000e+01	3.5562927e-01	8.8000000e+01	3.4313509e-01	8.7000000e+01	4.1083521e-01	8.6000000e+01	4.1544154e-01	8.6000000e+01	4.1480616e-01	8.7000000e+01	-8.5943956e+00	END	END
9.1000000e+01	1.1027914e-01	1.0000000e+02	-1.5875043e-01	8.8000000e+01	3.1474960e-01	8.9000000e+01	2.9852965e-01	8.8000000e+01	3.6451024e-01	8.7000000e+01	3.7243754e-01	8.7000000e+01	3.7150234e-01	8.8000000e+01	-8.5031366e+00	END	END
9.2000000e+01	7.9858139e-02	1.0100000e+02	-1.8921685e-01	8.9000000e+01	2.7349439e-01	9.0000000e+01	2.5357014e-01	8.9000000e+01	3.1775224e-01	8.8000000e+01	3.2896331e-01	8.8000000e+01	3.2771856e-01	8.9000000e+01	-8.4118767e+00	END	END
9.3000000e+01	4.9298331e-02	1.0200000e+02	-2.1946605e-01	9.0000000e+01	2.3191746e-01	9.1000000e+01	2.0831713e-01	9.0000000e+01	2.7062255e-01	8.9000000e+01	2.8507483e-01	8.9000000e+01	2.8351179e-01	9.0000000e+01	-8.3206167e+00	END	END
9.4000000e+01	1.8637475e-02	1.0300000e+02	-2.4945872e-01	9.1000000e+01	1.9007355e-01	9.2000000e+01	1.6283222e-01	9.1000000e+01	2.2318377e-01	9.0000000e+01	2.4082921e-01	9.0000000e+01	2.3894015e-01	9.1000000e+01	-8.2293568e+00	END	END
9.5000000e+01	-1.2086266e-02	1.0400000e+02	-2.7915564e-01	9.2000000e+01	1.4801840e-01	9.3000000e+01	1.1717790e-01	9.2000000e+01	1.7549950e-01	9.1000000e+01	1.9628468e-01	9.1000000e+01	1.9406287e-01	9.2000000e+01	-8.1380968e+00	END	END
9.6000000e+01	-4.2834364e-02	1.0500000e+02	-3.0851766e-01	9.3000000e+01	1.0580856e-01	9.4000000e+01	7.1417511e-02	9.3000000e+01	1.2763433e-01	9.2000000e+01	1.5150039e-01	9.2000000e+01	1.4894013e-01	9.3000000e+01	-8.0468369e+00	END	END
9.7000000e+01	-7.3567994e-02	1.0600000e+02	-3.3750588e-01	9.4000000e+01	6.3501306e-02	9.5000000e+01	2.5614981e-02	9.4000000e+01	7.9653636e-02	9.3000000e+01	1.0653635e-01	9.3000000e+01	1.0363299e-01	9.4000000e+01	-7.9555774e+00	END	END
9.8000000e+01	-1.0424806e-01	1.0700000e+02	-3.6608151e-01	9.5000000e+01	2.1154549e-02	9.6000000e+01	-2.0165170e-02	9.5000000e+01	3.1623483e-02	9.4000000e+01	6.1453313e-02	9.4000000e+01	5.8203213e-02	9.5000000e+01	-7.8643179e+00	END	END
9.9000000e+01	-1.3483529e-01	1.0800000e+02	-3.9420611e-01	9.6000000e+01	-2.1173291e-02	9.7000000e+01	-6.5857999e-02	9.6000000e+01	-1.6389463e-02	9.5000000e+01	1.6312692e-02	9.5000000e+01	1.2713253e-02	9.6000000e+01	-7.7730579e+00	END	END
1.0000000e+02	-1.6529021e-01	1.0900000e+02	-4.2783958e-01	9.7000000e+01	-6.3423380e-02	9.8000000e+01	-1.1139828e-01	9.7000000e+01	-6.4318076e-02	9.6000000e+01	-2.8823560e-02	9.6000000e+01	-3.2773916e-02	9.7000000e+01	-7.6817985e+00	END	END
1.0100000e+02	-1.9557329e-01	1.1000000e+02	-4.5482790e-01	9.8000000e+01	-1.0553660e-01	9.9000000e+01	-1.5672058e-01	9.8000000e+01	-1.1209490e-01	9.7000000e+01	-7.3893063e-02	9.7000000e+01	-7.8194886e-02	9.8000000e+01	-7.5905385e+00	END	END
1.0200000e+02	-2.2564495e-01	1.1100000e+02	-4.8125765e-01	9.9000000e+01	-1.4745362e-01	1.0000000e+02	-2.0175943e-01	9.9000000e+01	-1.5965228e-01	9.8000000e+01	-1.1883313e-01	9.8000000e+01	-1.2348595e-01	9.9000000e+01	-7.4992785e+00	END	END
1.0300000e+02	-2.5546560e-01	1.1200000e+02	-5.0709200e-01	1.0000000e+02	-1.8911506e-01	1.0100000e+02	-2.4644943e-01	1.0000000e+02	-2.0692247e-01	9.9000000e+01	-1.6358085e-01	9.9000000e+01	-1.6858320e-01	1.0000000e+02	-7.4080191e+00	END	END
1.0400000e+02	-2.8499573e-01	1.1300000e+02	-5.3229475e-01	1.0100000e+02	-2.3046155e-01	1.0200000e+02	-2.9072538e-01	1.0100000e+02	-2.5383776e-01	1.0000000e+02	-2.0807323e-01	1.0000000e+02	-2.1342261e-01	1.0100000e+02	-7.3167591e+00	END	END
1.0500000e+02	-3.1419599e-01	1.1400000e+02	-5.5683041e-01	1.0200000e+02	-2.7143389e-01	1.0300000e+02	-3.3452246e-01	1.0200000e+02	-3.0033067e-01	1.0100000e+02	-2.5224730e-01	1.0100000e+02	-2.5794026e-01	1.0200000e+02	-7.2254992e+00	END	END
1.0600000e+02	-3.4302711e-01	1.1500000e+02	-5.8066410e-01	1.0300000e+02	-3.1197315e-01	1.0400000e+02	-3.7777621e-01	1.0300000e+02	-3.4633395e-01	1.0200000e+02	-2.9604027e-01	1.0200000e+02	-3.0207235e-01	1.0300000e+02	-7.1342397e+00	END	END
1.0700000e+02	-3.7145019e-01	1.1600000e+02	-6.0376179e-01	1.0400000e+02	-3.5202074e-01	1.0500000e+02	-4.2042288e-01	1.0400000e+02	-3.9178085e-01	1.0300000e+02	-3.3938950e-01	1.0300000e+02	-3.4575534e-01	1.0400000e+02	-7.0429797e+00	END	END
1.0800000e+02	-3.9942655e-01	1.1700000e+02	-6.2609029e-01	1.0500000e+02	-3.9151859e-01	1.0600000e+02	-4.6239933e-01	1.0500000e+02	-4.3660522e-01	1.0400000e+02	-3.8223284e-01	1.0400000e+02	-3.8892609e-01	1.0500000e+02	-6.9517202e+00	END	END
1.0900000e+02	-4.2691785e-01	1.1800000e+02	-6.4761728e-01	1.0600000e+02	-4.3040925e-01	1.0700000e+02	-5.0364333e-01	1.0600000e+02	-4.8074150e-01	1.0500000e+02	-4.2450860e-01	1.0500000e+02	-4.3152201e-01	1.0600000e+02	-6.8604603e+00	END	END
1.1000000e+02	-4.5487869e-01	1.1900000e+02	-6.6831136e-01	1.0700000e+02	-4.6863598e-01	1.0800000e+02	-5.4409361e-01	1.0700000e+02	-5.2412510e-01	1.0600000e+02	-4.6615568e-01	1.0600000e+02	-4.7348112e-01	1.0700000e+02	-6.7692003e+00	END	END
1.1100000e+02	-4.8129815e-01	1.2000000e+02	-6.8814224e-01	1.0800000e+02	-5.0614285e-01	1.0900000e+02	-6.0975069e-01	1.0800000e+02	-5.6669223e-01	1.0700000e+02	-5.0711375e-01	1.0700000e+02	-5.1474214e-01	1.0800000e+02	-6.6779408e+00	END	END
1.1200000e+02	-5.0712186e-01	1.2100000e+02	-7.0708066e-01	1.0900000e+02	-5.6667900e-01	1.1000000e+02	-6.4788675e-01	1.0900000e+02	-6.3495135e-01	1.0800000e+02	-5.4732323e-01	1.0800000e+02	-5.5524480e-01	1.0900000e+02	-6.5866809e+00	END	END
1.1300000e+02	-5.3231370e-01	1.2200000e+02	-7.2509837e-01	1.1000000e+02	-6.0207206e-01	1.1100000e+02	-6.8506867e-01	1.1000000e+02	-6.7514390e-01	1.0900000e+02	-5.8672565e-01	1.0900000e+02	-5.9492975e-01	1.1000000e+02	-6.4954209e+00	END	END
1.1400000e+02	-5.5683804e-01	1.2300000e+02	-7.4216849e-01	1.1100000e+02	-6.3659942e-01	1.1200000e+02	-7.2123986e-01	1.1100000e+02	-7.1435219e-01	1.1000000e+02	-6.2526357e-01	1.1000000e+02	-6.3373870e-01	1.1100000e+02	-6.4041615e+00	END	END
1.1500000e+02	-5.8066010e-01	1.2400000e+02	-7.5826520e-01	1.1200000e+02	-6.7020923e-01	1.1300000e+02	-7.5634545e-01	1.1200000e+02	-7.5251734e-01	1.1100000e+02	-6.7750686e-01	1.1100000e+02	-6.7161465e-01	1.1200000e+02	-6.3129015e+00	END	END
1.1600000e+02	-6.0374582e-01	1.2500000e+02	-7.7336407e-01	1.1300000e+02	-7.0285100e-01	1.1400000e+02	-7.9033208e-01	1.1300000e+02	-7.8958201e-01	1.1200000e+02	-7.1385217e-01	1.1200000e+02	-7.0850199e-01	1.1300000e+02	-6.2216420e+00	END	END
1.1700000e+02	-6.2606204e-01	1.2600000e+02	-7.8744191e-01	1.1400000e+02	-7.3447573e-01	1.1500000e+02	-8.2314849e-01	1.1400000e+02	-8.2549053e-01	1.1300000e+02	-7.4917871e-01	1.1300000e+02	-7.4434650e-01	1.1400000e+02	-6.1303821e+00	END	END
1.1800000e+02	-6.4757633e-01	1.2700000e+02	-8.0047703e-01	1.1500000e+02	-7.6503605e-01	1.1600000e+02	-8.5474527e-01	1.1500000e+02	-8.6018920e-01	1.1400000e+02	-7.8343427e-01	1.1400000e+02	-7.7909553e-01	1.1500000e+02	-6.0391221e+00	END	END
1.1900000e+02	-6.6825742e-01	1.2800000e+02	-8.1244904e-01	1.1600000e+02	-7.9448634e-01	1.1700000e+02	-8.8507509e-01	1.1600000e+02	-8.9362633e-01	1.1500000e+02	-8.1656837e-01	1.1500000e+02	-8.2438356e-01	1.1600000e+02	-5.9478626e+00	END	END
1.2000000e+02	-6.8807495e-01	1.2900000e+02	-8.2333916e-01	1.1700000e+02	-8.2278270e-01	1.1800000e+02	-9.1409284e-01	1.1700000e+02	-9.2575228e-01	1.1600000e+02	-8.4853220e-01	1.1600000e+02	-8.5659099e-01	1.1700000e+02	-5.8566027e+00	END	END
1.2100000e+02	-7.0699960e-01	1.3000000e+02	-8.3313006e-01	1.1800000e+02	-8.4988326e-01	1.1900000e+02	-9.4175547e-01	1.1800000e+02	-9.5651960e-01	1.1700000e+02	-8.7927890e-01	1.1700000e+02	-8.8756454e-01	1.1800000e+02	-5.7653427e+00	END	END
1.2200000e+02	-7.2500330e-01	1.3100000e+02	-8.4180599e-01	1.1900000e+02	-8.7574810e-01	1.2000000e+02	-9.6802264e-01	1.1900000e+02	-9.8588324e-01	1.1800000e+02	-9.0876353e-01	1.1800000e+02	-9.1725886e-01	1.1900000e+02	-5.6740832e+00	END	END
1.2300000e+02	-7.4205899e-01	1.3200000e+02	-8.4935290e-01	1.2000000e+02	-9.0033931e-01	1.2100000e+02	-9.9285620e-01	1.2000000e+02	-1.0138004e+00	1.1900000e+02	-9.3694323e-01	1.1900000e+02	-9.4563079e-01	1.2000000e+02	-5.5828233e+00	END	END
1.2400000e+02	-7.5814098e-01	1.3300000e+02	-8.5575819e-01	1.2100000e+02	-9.2362118e-01	1.2200000e+02	-1.0162207e+00	1.2100000e+02	-1.0402311e+00	1.2000000e+02	-9.6377736e-01	1.2000000e+02	-9.7263932e-01	1.2100000e+02	-5.4915638e+00	END	END
1.2500000e+02	-7.7322477e-01	1.3400000e+02	-8.6101121e-01	1.2200000e+02	-9.4556034e-01	1.2300000e+02	-1.0380831e+00	1.2200000e+02	-1.0651376e+00	1.2100000e+02	-9.8922759e-01	1.2100000e+02	-9.9824572e-01	1.2200000e+02	-5.4003038e+00	END	END
1.2600000e+02	-7.8728729e-01	1.3500000e+02	-8.6510301e-01	1.2300000e+02	-9.6612555e-01	1.2400000e+02	-1.0584134e+00	1.2300000e+02	-1.0884851e+00	1.2200000e+02	-1.0132577e+00	1.2200000e+02	-1.0224137e+00	1.2300000e+02	-5.3090439e+00	END	END
1.2700000e+02	-8.0030668e-01	1.3600000e+02	-8.6802632e-01	1.2400000e+02	-9.8528814e-01	1.2500000e+02	-1.0771840e+00	1.2400000e+02	-1.1102415e+00	1.2300000e+02	-1.0358342e+00	1.2300000e+02	-1.0451096e+00	1.2400000e+02	-5.2177844e+00	END	END
1.2800000e+02	-8.1226277e-01	1.3700000e+02	-8.6977577e-01	1.2500000e+02	-1.0030217e+00	1.2600000e+02	-1.0943705e+00	1.2500000e+02	-1.1303777e+00	1.2400000e+02	-1.0569259e+00	1.2400000e+02	-1.0663021e+00	1.2500000e+02	-5.1265244e+00	END	END
1.2900000e+02	-8.2313657e-01	1.3800000e+02	-8.7034798e-01	1.2600000e+02	-1.0193025e+00	1.2700000e+02	-1.1099510e+00	1.2600000e+02	-1.1488672e+00	1.2500000e+02	-1.0765043e+00	1.2500000e+02	-1.0859624e+00	1.2600000e+02	-5.0352645e+00	END	END
1.3000000e+02	-8.3291090e-01	1.3900000e+02	-8.6974144e-01	1.2700000e+02	-1.0341092e+00	1.2800000e+02	-1.1239071e+00	1.2700000e+02	-1.1656870e+00	1.2600000e+02	-1.0945436e+00	1.2600000e+02	-1.1040648e+00	1.2700000e+02	-4.9440050e+00	END	END
1.3100000e+02	-8.4156996e-01	1.4000000e+02	-8.6795658e-01	1.2800000e+02	-1.0474234e+00	1.2900000e+02	-1.1362230e+00	1.2800000e+02	-1.1808165e+00	1.2700000e+02	-1.1110204e+00	1.2700000e+02	-1.1205862e+00	1.2800000e+02	-4.8527451e+00	END	END
1.3200000e+02	-8.4909970e-01	1.4100000e+02	-8.6499608e-01	1.2900000e+02	-1.0592288e+00	1.3000000e+02	-1.1468859e+00	1.2900000e+02	-1.1942390e+00	1.2800000e+02	-1.1259146e+00	1.2800000e+02	-1.1355059e+00	1.2900000e+02	-4.7614856e+00	END	END
1.3300000e+02	-8.5548759e-01	1.4200000e+02	-8.6086446e-01	1.3000000e+02	-1.0695125e+00	1.3100000e+02	-1.1558863e+00	1.3000000e+02	-1.2059405e+00	1.2900000e+02	-1.1392084e+00	1.2900000e+02	-1.1488069e+00	1.3000000e+02	-4.6702256e+00	END	END
